OrderQuantity,Sales,Discount,Profit,UnitPrice,ShippingCost,Region,ProductCategory,ProductSub-Category,ProductBaseMargin
50,197.36,0.07,-43.5,4.18,2.99,West,Office Supplies,Binders and Binder Accessories,0.37
4,883.31,0.01,-79.96,200.98,23.76,West,Furniture,Chairs & Chairmats,0.58
16,9695.84,0,2752.11,599.99,24.49,East,Technology,Copiers and Fax,0.37
36,246.79,0.01,-90.08,6.48,6.6,East,Office Supplies,Paper,0.37
39,777.78,0.01,237.75,19.84,4.1,East,Office Supplies,Pens & Art Supplies,0.44
33,1644.59,0.09,-52.92,50.98,6.5,South,Technology,Computer Peripherals,0.73
12,1379.98,0.06,-151.73,113.98,30,Central,Furniture,Chairs & Chairmats,0.69
30,2368.168,0,1181.3,85.99,1.25,East,Technology,Telephones and Communication,0.39
40,2550.12,0.01,882.45,60.97,4.5,East,Office Supplies,Appliances,0.56
46,5897.47,0,-1764.29,122.99,70.2,East,Furniture,Chairs & Chairmats,0.74
46,662.51,0.09,293.32,15.67,1.39,South,Office Supplies,Envelopes,0.38
21,61.18,0,6.85,2.88,0.7,South,Office Supplies,Pens & Art Supplies,0.56
3,3029.97,0,-1820,999.99,13.99,East,Technology,Office Machines,0.36
34,241.04,0.05,-28.2,6.48,5.14,East,Office Supplies,Paper,0.37
5,44.17,0.02,23.41,7.59,4,East,Furniture,Office Furnishings,0.42
37,192.92,0.09,74.58,5.43,0.95,East,Office Supplies,Paper,0.36
37,10532.94,0.06,406.37,279.48,35,East,Office Supplies,Storage & Organization,0.8
44,364.4,0.05,51.08,8.5,1.99,West,Technology,Computer Peripherals,0.49
7,33.99,0.09,-25.86,4.77,2.39,East,Technology,Computer Peripherals,0.72
34,260.51,0.03,-127.52,7.3,7.72,West,Office Supplies,Binders and Binder Accessories,0.38
15,466.28,0,92.7,29.89,1.99,West,Technology,Computer Peripherals,0.5
14,1961.39,0,761.04,136.98,24.49,East,Furniture,Office Furnishings,0.59
3,4.94,0.1,-1.76,1.48,0.7,East,Office Supplies,Rubber Bands,0.37
3,22.06,0.05,-15.6,4.98,7.44,Central,Office Supplies,Paper,0.36
3,549.92,0.09,-210.97,180.98,26.2,Central,Furniture,Chairs & Chairmats,0.59
26,182.09,0,-28.15,6.48,5.19,Central,Office Supplies,Paper,0.37
11,1091.47,0.04,160.48,92.23,39.61,East,Furniture,Office Furnishings,0.67
35,112.59,0.09,-126.7,3.28,5,East,Office Supplies,Pens & Art Supplies,0.56
47,9633.59,0.06,176.67,216.6,64.2,Central,Furniture,Chairs & Chairmats,0.59
26,3758.77,0,753.61,140.81,24.49,Central,Furniture,Chairs & Chairmats,0.57
15,1616.66,0,112.58,100.98,56.22,South,Furniture,Bookcases,0.6
6,96.21,0.06,-19.34,14.58,57.4,South,Furniture,Office Furnishings,0.48
3,18.91,0,-16.35,3.89,7.01,West,Office Supplies,Binders and Binder Accessories,0.37
7,685.7,0.01,350.94,88.84,20.79,West,Furniture,Office Furnishings,0.59
10,1024.165,0.02,-105.7,115.99,5.99,West,Technology,Telephones and Communication,0.57
18,1383.2,0.01,-23.44,73.98,12.14,West,Technology,Computer Peripherals,0.67
20,211.42,0,-113.52,9.71,9.45,West,Office Supplies,Storage & Organization,0.6
20,112.03,0.05,-57.99,5.18,5.74,Central,Office Supplies,Binders and Binder Accessories,0.36
45,5205.83,0.08,-818.77,124.49,51.94,Central,Furniture,Tables,0.63
46,175.23,0.04,-13.35,3.69,2.5,South,Office Supplies,Envelopes,0.39
14,132.72,0.05,-9.18,8.85,5.6,Central,Office Supplies,Binders and Binder Accessories,0.36
38,1396.58,0.03,600.72,35.41,1.99,South,Technology,Computer Peripherals,0.43
45,6448.69,0,1663.35,142.86,19.99,South,Office Supplies,Storage & Organization,0.56
6,143.78,0.04,75.3,22.72,8.99,Central,Furniture,Office Furnishings,0.44
37,252.99,0.08,28.76,7.08,2.35,Central,Office Supplies,Pens & Art Supplies,0.47
43,224.58,0.03,46.31,5.18,2.04,South,Office Supplies,Paper,0.36
33,1646.47,0.05,743.59,48.91,5.81,Central,Office Supplies,Paper,0.38
9,149.64,0.05,13.77,16.74,5.08,South,Office Supplies,Binders and Binder Accessories,0.36
32,3416.38,0.01,-1142.2,100.98,57.38,Central,Furniture,Bookcases,0.78
14,142.81,0.01,39.64,10.14,2.27,Central,Office Supplies,Paper,0.36
48,1760.35,0.01,-17.08,34.98,7.53,Central,Technology,Computer Peripherals,0.76
37,1436.94,0,639.66,37.94,5.08,Central,Office Supplies,Paper,0.38
18,125.8,0.03,-35.98,6.48,5.87,Central,Office Supplies,Paper,0.37
35,5797.68,0.04,1366.57,200.99,4.2,Central,Technology,Telephones and Communication,0.59
8,487.59,0.04,-205.29,58.14,36.61,South,Furniture,Bookcases,0.61
6,2528.49,0.07,580.15,420.98,19.99,Central,Office Supplies,Binders and Binder Accessories,0.35
42,1146.11,0.09,330.63,29.18,8.55,Central,Furniture,Office Furnishings,0.42
34,4152.12,0,817.98,120.33,19.99,South,Office Supplies,Storage & Organization,0.59
36,1561.2205,0.09,-226.82,55.99,2.5,South,Technology,Telephones and Communication,0.83
36,1793.24,0.01,739.36,46.89,5.1,West,Office Supplies,Appliances,0.46
2,143.667,0.09,-363.55,85.99,1.25,West,Technology,Telephones and Communication,0.39
25,3585.91,0.06,-178.54,146.34,43.75,West,Furniture,Tables,0.65
5,477.39,0.02,-211.36,81.94,55.81,West,Furniture,Bookcases,0.6
14,552.08,0,203.24,37.94,5.08,West,Office Supplies,Paper,0.38
24,4636.62,0.1,-318.45,209.37,69,Central,Furniture,Tables,0.79
20,100.11,0.07,-41.7,4.98,4.7,Central,Office Supplies,Paper,0.38
41,295.12,0,-151.93,6.48,8.19,Central,Office Supplies,Paper,0.37
6,7767.02,0.03,2070.62,1270.99,19.99,South,Office Supplies,Binders and Binder Accessories,0.35
1,1893.93,0.07,-4654.73,2036.48,14.7,South,Technology,Office Machines,0.55
20,941.13,0.1,344.95,48.04,7.23,Central,Office Supplies,Paper,0.37
5,78.79,0.03,-21.29,14.42,6.75,East,Office Supplies,Appliances,0.52
9,3928.25,0.04,1343.25,420.98,19.99,East,Office Supplies,Binders and Binder Accessories,0.35
24,711.875,0.04,217.33,35.99,3.3,West,Technology,Telephones and Communication,0.39
4,156.97,0.01,-25.43,34.54,14.72,East,Office Supplies,Binders and Binder Accessories,0.37
6,141.27,0.08,28.14,21.38,2.99,East,Office Supplies,Binders and Binder Accessories,0.37
9,16.02,0.09,-2.82,1.81,0.75,East,Office Supplies,Rubber Bands,0.52
42,242.8,0.07,95.91,5.84,1,East,Office Supplies,Pens & Art Supplies,0.38
18,693.06,0.06,148.3,39.98,9.83,Central,Office Supplies,Envelopes,0.4
41,4475.03,0.08,-167.83,115.99,56.14,Central,Technology,Office Machines,0.4
46,237.15,0,123.02,4.91,0.5,South,Office Supplies,Labels,0.36
22,179.22,0.01,-139.9,7.28,11.15,South,Office Supplies,Paper,0.37
10,71.86,0.1,-35.52,6.68,6.93,South,Office Supplies,Paper,0.37
29,195.21,0.07,16.4,7.08,2.35,East,Office Supplies,Pens & Art Supplies,0.47
16,102.5,0.1,13.84,6.68,1.5,Central,Office Supplies,Pens & Art Supplies,0.48
48,1038.99,0,-180.45,19.94,14.87,South,Furniture,Office Furnishings,0.57
17,114.01,0.08,6.99,6.69,3.1,South,Office Supplies,Paper,0.36
3,30.37,0.01,-1.74,4.98,5.49,South,Office Supplies,Paper,0.38
24,545.38,0.02,89.6,22.84,8.18,West,Office Supplies,Paper,0.39
47,271.78,0.07,52.74,5.84,1.2,East,Office Supplies,Pens & Art Supplies,0.55
20,1564.1615,0,682.48,85.99,2.5,East,Technology,Telephones and Communication,0.35
42,4091.152,0.05,1303.92,115.99,2.5,West,Technology,Telephones and Communication,0.55
33,271.14,0.05,29.21,8.33,1.99,Central,Technology,Computer Peripherals,0.52
26,1150.3,0.1,418.19,48.91,5.81,Central,Office Supplies,Paper,0.38
34,926.85,0.09,382.94,28.53,1.49,East,Office Supplies,Binders and Binder Accessories,0.38
35,299.68,0.06,-29.36,8.85,5.6,Central,Office Supplies,Binders and Binder Accessories,0.36
16,179.26,0.01,36.78,10.91,2.99,East,Office Supplies,Binders and Binder Accessories,0.38
47,202.64,0.03,28.75,4.13,1.17,East,Office Supplies,Pens & Art Supplies,0.57
19,418.7,0.05,22.88,22.01,5.53,East,Office Supplies,Pens & Art Supplies,0.59
43,7679.512,0,2307.42,205.99,5,South,Technology,Telephones and Communication,0.59
36,7783.36,0.07,3506.24,225.04,11.79,Central,Office Supplies,Appliances,0.42
21,61.76,0,4.34,2.84,0.93,Central,Office Supplies,Pens & Art Supplies,0.54
36,1280.34,0,-1048.25,31.76,45.51,Central,Furniture,Tables,0.65
22,440.92,0.05,-65.18,19.98,10.49,Central,Furniture,Office Furnishings,0.49
1,3.2,0.09,-3.16,1.88,1.49,West,Office Supplies,Binders and Binder Accessories,0.37
28,967.27,0.07,309.31,35.44,7.5,Central,Office Supplies,Paper,0.38
6,343.36,0.08,-41.27,56.96,13.22,South,Office Supplies,Appliances,0.56
7,309.2215,0.09,-68.3,55.99,1.25,South,Technology,Telephones and Communication,0.35
30,2477.99,0,747.68,80.98,4.5,South,Office Supplies,Appliances,0.59
23,48.83,0.06,1,2.1,0.7,South,Office Supplies,Pens & Art Supplies,0.57
12,76.61,0.09,-31.83,6.28,5.29,Central,Furniture,Office Furnishings,0.43
3,4343.51,0.09,-3755.03,1500.97,29.7,Central,Technology,Office Machines,0.57
48,3713.0125,0.09,803.6,95.99,7.69,West,Technology,Telephones and Communication,0.57
18,129.77,0.01,-99.42,6.48,9.68,West,Office Supplies,Paper,0.36
30,6589.304,0.02,912.48,259.71,66.67,South,Furniture,Tables,0.65
32,1666,0.08,742.96,55.48,4.85,East,Office Supplies,Paper,0.37
40,453.98,0.02,67.6,11.34,5.01,East,Office Supplies,Paper,0.36
33,570.24,0.01,-57.83,15.99,11.28,South,Technology,Office Machines,0.38
48,1444,0.08,617.06,30.56,2.99,West,Office Supplies,Binders and Binder Accessories,0.35
25,536.21,0.09,106.98,22.72,8.99,South,Furniture,Office Furnishings,0.44
18,4428.56,0.03,213.62,296.18,54.12,South,Furniture,Tables,0.76
40,194.02,0.03,80.35,4.98,0.8,East,Office Supplies,Paper,0.36
36,17304.85,0.05,7434.48,500.98,28.14,Central,Technology,Office Machines,0.38
20,794.32,0.08,67.61,40.99,17.48,Central,Office Supplies,Paper,0.36
49,305.96,0.06,-191.49,6.48,7.49,Central,Office Supplies,Paper,0.37
21,676.69,0.09,138.1,35.41,1.99,West,Technology,Computer Peripherals,0.43
4,13698.96,0.05,-9078.94,3499.99,24.49,West,Technology,Copiers and Fax,0.37
47,4725.0905,0.01,1578.7,115.99,2.5,East,Technology,Telephones and Communication,0.57
50,286.76,0.09,77.2,6.08,1.82,East,Office Supplies,Rubber Bands,0.35
3,210.5025,0.04,-315.33,85.99,1.25,East,Technology,Telephones and Communication,0.39
8,555.2,0.06,-267.86,64.65,35,West,Office Supplies,Storage & Organization,0.8
43,212.28,0.06,-103.22,4.98,4.95,West,Office Supplies,Binders and Binder Accessories,0.37
19,193.25,0.03,71.55,9.93,1.09,East,Office Supplies,Pens & Art Supplies,0.43
50,297.76,0.07,-111.34,5.98,5.79,South,Office Supplies,Paper,0.36
37,257.46,0.09,-18.66,7.28,4.23,Central,Office Supplies,Paper,0.39
27,311.21,0.09,-14.03,12.28,6.47,Central,Office Supplies,Paper,0.38
42,3749,0.08,-1032.13,89.83,35,West,Office Supplies,Storage & Organization,0.83
46,5074.07,0,-1390.53,100.98,57.38,South,Furniture,Bookcases,0.78
31,1526.67,0.01,118.82,47.98,3.61,South,Technology,Computer Peripherals,0.71
43,257.41,0.09,-131.08,5.98,4.69,South,Office Supplies,Storage & Organization,0.68
23,862.64,0.04,122.11,35.89,14.72,West,Office Supplies,Envelopes,0.4
36,5140.08,0.06,-582.43,145.98,51.92,Central,Furniture,Tables,0.69
29,593.32,0.03,28.99,20.95,4,Central,Technology,Computer Peripherals,0.6
26,626.07,0.03,185.32,23.99,6.71,Central,Office Supplies,Envelopes,0.35
14,633.08,0.04,145.48,42.98,4.62,Central,Office Supplies,Appliances,0.56
22,110.42,0.09,-36.6,5.08,3.63,Central,Furniture,Office Furnishings,0.51
12,2409.424,0.1,50.95,259.71,66.67,South,Furniture,Tables,0.61
31,163.89,0.02,-108.55,4.89,4.93,Central,Technology,Computer Peripherals,0.66
12,115.45,0.07,23.53,10.06,2.06,Central,Office Supplies,Paper,0.39
23,260.08,0.1,-37.85,12.21,4.81,East,Office Supplies,Storage & Organization,0.58
36,5072.34,0.06,369.46,140.85,19.99,East,Office Supplies,Storage & Organization,0.73
12,45.63,0.02,15.42,3.69,0.5,East,Office Supplies,Labels,0.38
46,400.25,0.02,-37.5,8.46,3.62,Central,Technology,Computer Peripherals,0.61
24,557.23,0.09,-42.99,24.92,12.98,Central,Office Supplies,Binders and Binder Accessories,0.39
45,260.37,0.02,44.15,5.58,1.99,Central,Office Supplies,Pens & Art Supplies,0.46
7,261.88,0.08,-59.2,39.48,1.99,Central,Technology,Computer Peripherals,0.54
15,593.73,0.04,108.01,38.76,13.26,Central,Office Supplies,Paper,0.36
27,3436.771,0.04,520,155.99,8.99,South,Technology,Telephones and Communication,0.58
28,925.43,0,368.86,31.78,1.99,West,Technology,Computer Peripherals,0.42
38,136.5,0.05,-216.66,3.34,7.49,South,Office Supplies,Pens & Art Supplies,0.54
5,25.27,0.01,-19.93,3.95,5.13,West,Office Supplies,Appliances,0.59
37,14410.78,0.02,6365.58,367.99,19.99,West,Office Supplies,Binders and Binder Accessories,0.4
39,15341.46,0,394.52,376.13,85.63,West,Furniture,Tables,0.74
6,507.5605,0.04,-258.23,95.99,4.9,West,Technology,Telephones and Communication,0.56
45,483.74,0.02,206.27,10.31,1.79,Central,Office Supplies,Paper,0.38
27,159.65,0.06,-1.79,5.85,2.27,Central,Office Supplies,Pens & Art Supplies,0.56
35,241.43,0.01,-65.8,6.84,4.42,South,Office Supplies,"Scissors, Rulers and Trimmers",0.58
29,163.04,0.08,58,5.84,1,South,Office Supplies,Pens & Art Supplies,0.38
31,9041.26,0.01,-383.03,286.85,61.76,South,Furniture,Tables,0.78
5,25.34,0.1,-21.29,4.06,6.89,Central,Office Supplies,Appliances,0.6
11,178.57,0.05,-37.39,15.28,10.91,Central,Office Supplies,Binders and Binder Accessories,0.36
6,250.376,0.01,-131.85,45.99,4.99,South,Technology,Telephones and Communication,0.56
9,740.2,0.05,239.94,83.98,5.01,East,Office Supplies,Envelopes,0.38
23,1288.7785,0.07,-185.89,65.99,19.99,East,Technology,Telephones and Communication,0.59
44,23775.56,0.03,7080.99,535.64,14.7,West,Technology,Office Machines,0.59
18,340.6885,0,-10.85,20.99,4.81,Central,Technology,Telephones and Communication,0.58
23,321.63,0.04,73.7,14.34,5,West,Furniture,Office Furnishings,0.49
37,709.91,0.09,-93.43,19.35,12.79,Central,Office Supplies,Binders and Binder Accessories,0.39
20,3300.216,0.1,-855.03,218.75,69.64,South,Furniture,Tables,0.77
23,331.54,0.05,9.41,14.27,7.27,South,Office Supplies,Binders and Binder Accessories,0.38
14,422.83,0.02,-21.06,29.74,6.64,East,Office Supplies,Storage & Organization,0.7
43,945.9,0.08,105.7,22.01,5.53,East,Office Supplies,Pens & Art Supplies,0.59
50,2864.1005,0.03,697.82,65.99,8.99,West,Technology,Telephones and Communication,0.55
27,258.54,0.1,-16.3,9.85,4.82,South,Office Supplies,Pens & Art Supplies,0.47
19,1972.884,0.04,140.91,125.99,7.69,South,Technology,Telephones and Communication,0.58
10,170.35,0.03,-39.92,16.06,8.34,East,Office Supplies,Storage & Organization,0.59
50,230.63,0.1,-39.71,4.91,3.05,East,Furniture,Office Furnishings,0.52
22,80.79,0.1,25.18,3.78,0.71,East,Office Supplies,Rubber Bands,0.39
48,278.07,0.08,-71.45,5.78,4.96,West,Office Supplies,Paper,0.36
2,154.94,0.09,-358.43,77.51,4,Central,Technology,Computer Peripherals,0.76
44,1642.642,0.08,314.84,45.99,4.99,Central,Technology,Telephones and Communication,0.56
17,328.627,0,-7.77,20.99,4.81,West,Technology,Telephones and Communication,0.58
49,120.77,0.03,19.86,2.47,1.02,Central,Office Supplies,Rubber Bands,0.38
44,365.24,0.09,-163.13,8.74,8.29,Central,Office Supplies,Envelopes,0.38
22,795.74,0,-127.39,33.94,19.19,Central,Furniture,Chairs & Chairmats,0.58
31,251.75,0.07,22.46,8.33,1.99,Central,Technology,Computer Peripherals,0.52
48,878.75,0.07,70.46,18.97,9.03,West,Office Supplies,Paper,0.37
47,396.78,0.09,-321.21,8.37,10.16,West,Furniture,Office Furnishings,0.59
46,6733.52,0.04,246,152.48,4,West,Technology,Computer Peripherals,0.79
33,228.82,0.03,-107,6.68,7.3,South,Office Supplies,Paper,0.37
36,697.41,0.04,81.71,18.97,9.03,Central,Office Supplies,Paper,0.37
28,75.74,0.1,13.23,2.88,0.99,South,Office Supplies,Labels,0.36
18,99.36,0,-51.2,4.91,5.68,Central,Office Supplies,Binders and Binder Accessories,0.36
49,510.15,0.04,-362.11,9.98,12.52,Central,Furniture,Office Furnishings,0.57
27,735.09,0.1,153.5,29.34,7.87,Central,Furniture,Office Furnishings,0.54
13,1351.76,0.03,107.31,104.65,18.93,South,Office Supplies,Appliances,0.58
49,595.4,0.03,-148.85,11.66,7.95,South,Office Supplies,Pens & Art Supplies,0.58
14,94.32,0.06,-66.87,6.48,8.19,South,Office Supplies,Paper,0.37
30,554.4295,0.03,34.01,20.99,4.81,South,Technology,Telephones and Communication,0.58
30,4684.9,0.01,-549.27,150.98,66.27,Central,Furniture,Bookcases,0.65
4,770.76,0.08,-192.51,200.98,23.76,Central,Furniture,Chairs & Chairmats,0.58
19,305.68,0.1,128.17,15.74,1.39,South,Office Supplies,Envelopes,0.4
41,1901.29,0.08,870.8,46.94,6.77,South,Furniture,Office Furnishings,0.44
38,1483.44,0.04,439.77,39.48,1.99,Central,Technology,Computer Peripherals,0.54
39,145.68,0.04,12,3.7,1.61,Central,Furniture,Office Furnishings,0.44
42,71.32,0.08,-4.9,1.82,1,East,Office Supplies,Pens & Art Supplies,0.4
16,131.72,0.09,-42.61,8.46,3.62,Central,Technology,Computer Peripherals,0.61
6,905.94,0.04,-4.19,140.81,24.49,Central,Furniture,Chairs & Chairmats,0.57
41,377.83,0.06,122.06,9.11,2.15,West,Office Supplies,Paper,0.4
19,20329.8,0,9224.1,999.99,13.99,East,Technology,Office Machines,0.36
21,3685.38,0,1040.62,170.98,13.99,East,Furniture,Office Furnishings,0.75
17,877.81,0.02,-44.4,49.99,19.99,West,Technology,Computer Peripherals,0.45
7,211.7435,0.04,-33.31,35.99,1.25,Central,Technology,Telephones and Communication,0.36
43,7452.137,0.02,2028.36,205.99,5.99,Central,Technology,Telephones and Communication,0.59
50,1118.21,0.07,-122.79,22.38,15.1,East,Office Supplies,Binders and Binder Accessories,0.38
13,3503.56,0.01,-633.44,262.11,62.74,East,Furniture,Tables,0.75
39,7725.66,0.05,-737.41,200.98,55.96,West,Furniture,Bookcases,0.75
15,2567.64,0,-505.98,209.37,69,East,Furniture,Tables,0.79
42,128.13,0.09,32.53,3.08,0.99,West,Office Supplies,Labels,0.37
5,77.41,0.05,9.35,15.67,1.39,South,Office Supplies,Envelopes,0.38
19,112.67,0.09,-37.85,5.98,5.14,South,Office Supplies,Paper,0.36
39,1516.82,0.1,-83.28,40.98,6.5,West,Technology,Computer Peripherals,0.74
45,2752.68,0.04,430.32,62.18,12.78,West,Office Supplies,Storage & Organization,0.58
45,153.27,0.08,60.29,3.69,0.5,South,Office Supplies,Labels,0.38
8,1095.27,0.03,-281.22,124.49,51.94,East,Furniture,Tables,0.63
24,265.35,0.02,-128.69,9.99,11.59,Central,Office Supplies,Paper,0.4
41,1993.94,0.02,931.7,48.04,5.79,Central,Office Supplies,Paper,0.37
3,24.73,0.04,-10.77,6.68,4.91,Central,Office Supplies,Paper,0.37
25,1809.0125,0.01,795.05,85.99,2.5,Central,Technology,Telephones and Communication,0.35
12,270.23,0.08,52.02,22.84,5.47,Central,Office Supplies,Paper,0.39
20,660.27,0.09,63.83,34.76,5.49,Central,Office Supplies,Storage & Organization,0.6
1,31.96,0.01,-74.64,29.89,1.99,Central,Technology,Computer Peripherals,0.5
7,285.08,0.08,2.3,40.98,5.33,Central,Office Supplies,Appliances,0.57
5,90.9415,0.05,-109.42,20.99,3.3,West,Technology,Telephones and Communication,0.81
1,415,0.07,-199.31,420.98,19.99,East,Office Supplies,Binders and Binder Accessories,0.35
40,167.46,0.09,-134.3,4.24,5.41,Central,Office Supplies,Binders and Binder Accessories,0.35
34,9522.12,0.04,171.3,279.48,35,East,Office Supplies,Storage & Organization,0.8
16,1985.6935,0.1,35.65,155.99,8.99,East,Technology,Telephones and Communication,0.55
37,1420.89,0.06,389.67,38.06,4.5,East,Office Supplies,Appliances,0.56
48,27820.34,0.08,11630.15,599.99,24.49,East,Technology,Copiers and Fax,0.37
11,45.18,0.1,-10.77,3.98,2.97,East,Office Supplies,Paper,0.35
4,52.43,0.03,-12.98,9.65,6.22,West,Furniture,Office Furnishings,0.55
48,254.51,0.08,49.05,5.58,0.7,West,Office Supplies,Pens & Art Supplies,0.6
38,1230.83,0,75.5,30.98,6.5,South,Technology,Computer Peripherals,0.64
37,169.93,0.04,-114.35,4.28,5.74,South,Office Supplies,Paper,0.4
23,1176.944,0.1,53.65,65.99,4.99,South,Technology,Telephones and Communication,0.58
25,268.58,0.03,-26.33,10.89,4.5,West,Office Supplies,Appliances,0.59
26,1280.65,0.06,75.36,50.98,22.24,West,Furniture,Office Furnishings,0.55
29,909.721,0.01,287.99,35.99,5.99,South,Technology,Telephones and Communication,0.38
4,7406.49,0.03,701.22,1889.99,19.99,East,Office Supplies,Binders and Binder Accessories,0.36
50,350.01,0.04,-133.43,6.68,6.93,East,Office Supplies,Paper,0.37
41,18081.76,0.03,8822.28,420.98,19.99,East,Office Supplies,Binders and Binder Accessories,0.35
11,32.4,0.05,8.78,2.88,0.5,Central,Office Supplies,Labels,0.39
47,671.78,0.1,297.23,15.57,1.39,South,Office Supplies,Envelopes,0.38
12,262.09,0.01,58.69,19.98,10.49,South,Furniture,Office Furnishings,0.49
17,201.72,0.05,-81.61,11.34,11.25,West,Office Supplies,Paper,0.36
41,12125.14,0.08,3376.03,297.64,14.7,South,Technology,Office Machines,0.57
26,4688.9485,0,1215.44,205.99,5.26,Central,Technology,Telephones and Communication,0.56
33,141.7,0.02,-103.21,3.98,5.26,Central,Office Supplies,Binders and Binder Accessories,0.38
49,21337.27,0.02,7606,419.19,19.99,East,Office Supplies,Storage & Organization,0.58
8,50.7,0.08,-44.07,5.4,7.78,Central,Office Supplies,Binders and Binder Accessories,0.37
10,90.06,0.09,-100.51,8.46,8.99,Central,Technology,Computer Peripherals,0.79
22,338.52,0.21,-17.75,14.98,8.99,Central,Furniture,Office Furnishings,0.39
48,6109.817,0.04,1374.95,155.99,8.08,Central,Technology,Telephones and Communication,0.6
25,38.37,0.1,-13.88,1.6,1.29,West,Office Supplies,Pens & Art Supplies,0.42
38,21956.03,0.1,5903.09,599.99,24.49,South,Technology,Copiers and Fax,0.5
32,89.89,0.06,-8.16,2.78,1.25,South,Office Supplies,Pens & Art Supplies,0.59
9,65.67,0.02,-35.2,6.48,7.37,East,Office Supplies,Paper,0.37
37,231.65,0,-241.28,5.98,10.39,West,Office Supplies,Paper,0.4
28,1107.64,0.06,333.17,40.98,7.47,South,Office Supplies,Binders and Binder Accessories,0.37
17,72.75,0.05,-57.89,3.98,5.26,East,Office Supplies,Binders and Binder Accessories,0.38
1,10.23,0.1,-4.22,8.95,2.01,East,Office Supplies,Paper,0.39
31,1772.2245,0.02,390.86,65.99,4.99,Central,Technology,Telephones and Communication,0.57
21,424.13,0.06,57.17,20.27,3.99,West,Office Supplies,Appliances,0.57
7,69.4,0.09,12.02,9.93,1.09,West,Office Supplies,Pens & Art Supplies,0.43
2,198.44,0.01,-87.46,99.23,8.99,West,Furniture,Office Furnishings,0.35
37,270.43,0.07,-83.16,7.68,6.16,Central,Office Supplies,Binders and Binder Accessories,0.35
44,2094.978,0.06,697.29,55.99,1.25,South,Technology,Telephones and Communication,0.55
43,367.11,0.01,163.42,8.34,1.43,South,Office Supplies,Paper,0.35
8,441.8045,0.03,-201.49,65.99,7.69,West,Technology,Telephones and Communication,0.59
2,1838.18,0.09,-2531.48,999.99,13.99,East,Technology,Office Machines,0.36
37,173.11,0.02,-121.58,4.37,5.15,Central,Office Supplies,Appliances,0.59
11,86.68,0.08,-474.91,3.48,49,Central,Office Supplies,Appliances,0.59
41,833.51,0.05,364.99,20.98,1.49,Central,Office Supplies,Binders and Binder Accessories,0.35
25,767.26,0.07,-29.56,30.97,4,Central,Technology,Computer Peripherals,0.74
40,253.89,0.09,-103.77,6.48,6.22,Central,Office Supplies,Paper,0.37
20,127.9,0.07,-80.41,6.48,7.37,Central,Office Supplies,Paper,0.37
46,3519.12,0.09,315.33,77.51,4,South,Technology,Computer Peripherals,0.76
37,108.33,0,17,2.88,0.7,South,Office Supplies,Pens & Art Supplies,0.56
30,251.11,0.03,10.04,7.84,4.71,Central,Office Supplies,Binders and Binder Accessories,0.35
12,1466.95,0.02,-64.14,120.98,30,East,Furniture,Chairs & Chairmats,0.64
33,440.23,0.09,-37.94,13.99,7.51,East,Technology,Office Machines,0.39
29,296.94,0.08,-25.41,10.98,3.99,West,Office Supplies,Appliances,0.58
25,1119.91,0.08,434.71,48.04,5.79,South,Office Supplies,Paper,0.37
45,500.48,0.08,-48.2,11.29,5.03,Central,Office Supplies,Storage & Organization,0.59
23,202.84,0.05,-19.48,8.85,5.6,East,Office Supplies,Binders and Binder Accessories,0.36
5,78.39,0.01,-5.16,11.97,4.98,East,Office Supplies,Appliances,0.58
36,251.34,0.1,-162.2,7.3,7.72,East,Office Supplies,Binders and Binder Accessories,0.38
44,73.64,0.07,-58.87,1.7,1.99,Central,Technology,Computer Peripherals,0.51
2,15.81,0.06,-9.88,4.98,6.07,East,Office Supplies,Paper,0.36
21,64.44,0,-89.02,2.66,6.35,Central,Office Supplies,Envelopes,0.36
1,34.11,0.02,-12.95,25.38,8.99,Central,Furniture,Office Furnishings,0.5
13,396.04,0.08,230.02,30.93,3.92,Central,Furniture,Office Furnishings,0.44
26,10692.97,0.05,-410.39,424.21,110.2,West,Furniture,Tables,0.67
38,1637.78,0.08,461.65,42.98,4.62,West,Office Supplies,Appliances,0.56
23,193.84,0.07,-117.1,8.04,8.94,West,Office Supplies,Binders and Binder Accessories,0.4
18,3136.2025,0.07,439.78,205.99,5.26,East,Technology,Telephones and Communication,0.56
21,1090.11,0.08,55.87,53.98,5.5,East,Technology,Computer Peripherals,0.62
11,642.9145,0.01,-118.8,65.99,8.99,South,Technology,Telephones and Communication,0.6
16,77.96,0.05,16.65,4.84,0.71,Central,Office Supplies,Pens & Art Supplies,0.52
12,3534.56,0.03,763.32,300.65,24.49,South,Office Supplies,Appliances,0.52
32,155.27,0.1,-151.55,4.98,7.54,South,Office Supplies,Paper,0.38
6,453.87,0.02,-217.69,73.98,14.52,West,Technology,Computer Peripherals,0.65
29,221.33,0,77.33,7.28,1.77,South,Office Supplies,Paper,0.37
4,467.15,0.01,-212.34,100.8,60,West,Furniture,Tables,0.59
21,203.55,0.03,38.6,9.11,2.25,East,Office Supplies,Pens & Art Supplies,0.52
38,273.89,0.05,-160.4,7.3,7.72,South,Office Supplies,Binders and Binder Accessories,0.38
48,460.69,0.06,-103.48,9.48,7.29,East,Furniture,Office Furnishings,0.45
3,451.81,0.05,-318.59,150.98,13.99,South,Technology,Office Machines,0.38
